Index,CrashID,Gender,Ages,County,Date,Day,Month,Time,PM/AM,Injured,Deaths,Latitude,Longitude,Weather,SpeedLimit,Cause,
125,902899503,F,['5-14Years' '35-44Years' '25-34Years'],97,4/1/2017,SATURDAY,APR,3:03,PM,1,1,39.8027287,-86.03246218,1,55,UNSAFELANEMOVEMENT,
126,903056600,M,['35-44Years' '15-24Years'],97,12/9/2017,SATURDAY,DEC,4:47,AM,0,1,39.72631013,-86.04685355,1,55,UNSAFELANEMOVEMENT,
127,902921533,M,['15-24Years' '15-24Years' '15-24Years' '15-24Years' '15-24Years'],97,4/18/2017,TUESDAY,APR,9:18,PM,3,2,39.75602631,-86.19187087,1,50,UNSAFESPEED,
128,902868031,M,['<1Year' '25-34Years' '35-44Years'],97,2/2/2017,THURSDAY,FEB,12:42,PM,2,1,39.840336,-86.071984,1,35,RANOFFROAD,
129,902928040,F,['45-54Years' '5-14Years' '25-34Years'],57,5/21/2017,SUNDAY,MAY,7:13,PM,2,1,40.000448,-86.089744,1,45,LEFTOFCENTER,
130,902852563,M,['25-34Years' '15-24Years'],97,1/5/2017,THURSDAY,JAN,3:49,AM,1,1,39.804048,-86.210736,4,30,SPEEDTOOFASTFORWEATHERCONDITIONS,
131,902956689,F,['75-84Years' '35-44Years' '15-24Years'],97,7/4/2017,TUESDAY,JUL,11:25,AM,2,1,39.785344,-85.99008,1,35,LEFTOFCENTER,
132,902864175,F,['45-54Years' '45-54Years'],97,1/20/2017,FRIDAY,JAN,9:00,AM,0,1,39.70334741,-86.1080803,1,45,DRIVERDISTRACTED,
133,902965076,M,['45-54Years' '45-54Years'],97,7/17/2017,MONDAY,JUL,2:09,PM,2,1,39.76321758,-86.21559481,2,40,OVERCORRECTING/OVERSTEERING,
134,902885597,M,['>=85Years' '35-44Years'],97,3/7/2017,TUESDAY,MAR,6:22,PM,1,1,39.759808,-86.226416,1,30,FAILURETOYIELDRIGHTOFWAY,
135,902916091,F,['75-84Years' '15-24Years'],97,4/28/2017,FRIDAY,APR,7:38,PM,1,1,39.853536,-85.991376,3,35,FAILURETOYIELDRIGHTOFWAY,
136,902877863,M,['65-74Years' '35-44Years'],97,2/13/2017,MONDAY,FEB,2:25,AM,0,1,39.92397885,-86.20774815,1,55,UNSAFESPEED,
137,902977424,F,['25-34Years' '15-24Years'],97,8/5/2017,SATURDAY,AUG,5:28,AM,0,2,39.70176013,-86.16331781,1,55,RANOFFROAD,
138,902950375,F,['55-64Years' '35-44Years' '35-44Years' '45-54Years' '35-44Years' '25-34Years'],97,6/19/2017,MONDAY,JUN,10:12,AM,4,1,39.71618178,-86.05332995,1,55,TIREFAILUREORDEFECTIVE,
139,902964730,M,['35-44Years'],97,7/18/2017,TUESDAY,JUL,7:20,PM,0,1,39.845584,-86.256208,1,35,FAILURETOYIELDRIGHTOFWAY,
140,902896431,F,['15-24Years' '15-24Years' '15-24Years' '65-74Years'],97,3/24/2017,FRIDAY,MAR,3:17,PM,3,1,39.8101,-86.16732,1,40,FAILURETOYIELDRIGHTOFWAY,
141,902893417,M,['35-44Years' '45-54Years'],97,3/17/2017,FRIDAY,MAR,12:52,PM,1,1,39.76386944,-86.30727253,1,45,FOLLOWINGTOOCLOSELY,
142,903015267,M,['65-74Years' '5-14Years' '5-14Years' '65-74Years' '55-64Years' '25-34Years'],97,10/7/2017,SATURDAY,OCT,5:17,PM,4,2,39.721072,-86.038688,2,40,FAILURETOYIELDRIGHTOFWAY,
143,902989553,M,['45-54Years' '45-54Years'],57,9/1/2017,FRIDAY,SEP,3:17,PM,0,1,40.15915813,-85.939536,2,55,LEFTOFCENTER,
144,902856002,F,['25-34Years' '15-24Years'],97,1/7/2017,SATURDAY,JAN,11:55,PM,0,1,39.78584,-86.168512,2,30,nan,
145,903009841,F,['25-34Years' '25-34Years'],97,10/1/2017,SUNDAY,OCT,2:43,AM,1,1,39.72324,-86.11592,1,35,RANOFFROAD,
146,902888947,M,['35-44Years' '25-34Years'],97,3/9/2017,THURSDAY,MAR,5:10,PM,1,1,39.833472,-86.211712,2,40,LEFTOFCENTER,
147,902958926,M,['35-44Years' '35-44Years'],97,7/8/2017,SATURDAY,JUL,11:33,PM,1,1,39.816565,-86.25601,1,40,LEFTOFCENTER,
148,903009123,M,['25-34Years' '15-24Years'],57,10/4/2017,WEDNESDAY,OCT,6:50,AM,1,1,40.12728743,-85.91172404,2,55,LEFTOFCENTER,
149,902938836,F,['25-34Years' '65-74Years'],97,6/7/2017,WEDNESDAY,JUN,6:33,AM,1,1,39.787408,-86.234784,1,35,LEFTOFCENTER,
150,902853983,M,['15-24Years' '35-44Years'],57,1/8/2017,SUNDAY,JAN,2:48,AM,1,1,39.926704,-86.094272,1,35,FAILURETOYIELDRIGHTOFWAY,
151,903015266,F,['25-34Years' '45-54Years'],97,9/28/2017,THURSDAY,SEP,2:30,PM,0,1,39.67180343,-86.14247771,1,10,OTHER(DRIVER),
152,902852562,F,['55-64Years' '15-24Years'],97,1/4/2017,WEDNESDAY,JAN,6:46,PM,0,1,39.727056,-86.049312,2,40,DISREGARDSIGNAL/REGSIGN,
153,902852561,M,['25-34Years' '25-34Years'],97,1/3/2017,TUESDAY,JAN,7:14,AM,2,1,39.786848,-86.119584,3,30,OVERCORRECTING/OVERSTEERING,
154,902948326,F,['15-24Years' '>=85Years'],97,6/21/2017,WEDNESDAY,JUN,12:34,PM,1,1,39.78184,-86.016176,2,40,FAILURETOYIELDRIGHTOFWAY,
155,902912231,M,['15-24Years' '15-24Years' '15-24Years'],97,4/22/2017,SATURDAY,APR,11:59,PM,2,1,39.81624,-86.255792,1,35,UNSAFESPEED,
156,902954056,M,['25-34Years' '55-64Years'],57,7/1/2017,SATURDAY,JUL,10:09,PM,0,1,40.14603573,-86.22325634,1,45,HEADLIGHTDEFECTIVEORNOTON,
157,902850870,M,['35-44Years'],97,1/1/2017,SUNDAY,JAN,12:02,AM,0,1,39.78824,-86.14488,2,35,PEDESTRIANACTION,
158,902914245,M,['35-44Years'],97,4/27/2017,THURSDAY,APR,3:46,AM,0,1,39.675344,-86.082288,2,40,PEDESTRIANACTION,
159,902872171,M,['35-44Years'],97,2/9/2017,THURSDAY,FEB,6:48,PM,0,1,39.82343987,-86.2703588,1,40,PEDESTRIANACTION,
160,902951083,F,['45-54Years'],97,6/24/2017,SATURDAY,JUN,10:25,PM,0,1,39.659689,-86.08093128,1,65,RANOFFROAD,
161,903088467,M,['25-34Years'],97,12/23/2017,SATURDAY,DEC,9:15,PM,0,1,39.69683291,-86.14887666,1,45,PEDESTRIANACTION,
162,902933961,M,['25-34Years'],97,5/29/2017,MONDAY,MAY,5:11,AM,0,1,39.768512,-86.109376,1,35,PEDESTRIANACTION,
163,902852581,F,['55-64Years'],97,1/4/2017,WEDNESDAY,JAN,6:50,PM,0,1,39.77324621,-86.0192999,1,45,PEDESTRIANACTION,
164,902923813,M,['25-34Years'],97,5/10/2017,WEDNESDAY,MAY,1:15,PM,1,1,39.78903753,-86.12927593,1,55,FOLLOWINGTOOCLOSELY,
165,902920272,M,['55-64Years'],97,4/30/2017,SUNDAY,APR,10:13,PM,0,1,39.80033765,-86.09421121,1,55,PEDESTRIANACTION,
166,902974734,M,['35-44Years'],97,8/7/2017,MONDAY,AUG,3:20,PM,0,1,39.75787281,-86.02912989,1,55,OTHER(DRIVER),
167,903062619,M,['25-34Years'],97,12/19/2017,TUESDAY,DEC,1:10,PM,0,1,39.82726358,-86.27563878,1,55,UNSAFELANEMOVEMENT,
168,902851697,F,['25-34Years'],97,1/3/2017,TUESDAY,JAN,6:29,PM,0,1,39.89424,-86.214192,3,45,PEDESTRIANACTION,
169,903065964,M,['35-44Years'],97,12/21/2017,THURSDAY,DEC,1:47,AM,0,1,39.69842419,-86.13944022,1,55,RANOFFROAD,
170,902971059,M,['35-44Years'],97,7/1/2017,SATURDAY,JUL,2:07,AM,4,1,39.76042251,-86.26502171,1,55,ANIMAL/OBJECTINROADWAY,
171,902972896,M,['35-44Years'],97,7/31/2017,MONDAY,JUL,5:21,AM,0,1,39.90281969,-86.0667194,1,55,UNSAFELANEMOVEMENT,
172,902964384,M,['45-54Years'],97,7/15/2017,SATURDAY,JUL,10:51,PM,0,1,39.826144,-86.002688,1,40,PEDESTRIANACTION,
173,902924059,M,['45-54Years'],97,5/13/2017,SATURDAY,MAY,9:45,PM,0,1,39.80064,-86.159008,1,35,PEDESTRIANACTION,
174,902925030,M,['45-54Years'],97,5/13/2017,SATURDAY,MAY,2:45,AM,0,1,39.810832,-86.08883607,1,35,IMPROPERLANEUSAGE,
175,902999829,M,['45-54Years'],97,9/16/2017,SATURDAY,SEP,1:29,PM,0,1,39.81104648,-86.02901435,1,35,RANOFFROAD,
176,903022034,M,['15-24Years'],97,10/16/2017,MONDAY,OCT,4:54,PM,0,1,39.69327107,-86.14871847,1,40,RANOFFROAD,
177,902939872,M,['25-34Years'],97,6/2/2017,FRIDAY,JUN,9:24,PM,0,1,39.6963453,-86.26730304,1,45,PEDESTRIANACTION,
178,902880444,F,['25-34Years'],97,2/26/2017,SUNDAY,FEB,8:09,PM,0,1,39.71961035,-86.22638734,1,40,PEDESTRIANACTION,
179,902884820,F,['15-24Years'],97,3/6/2017,MONDAY,MAR,7:10,AM,0,1,39.73204007,-86.20193398,2,45,OVERCORRECTING/OVERSTEERING,
180,902999156,F,['25-34Years'],97,9/18/2017,MONDAY,SEP,1:25,PM,0,1,39.77152,-86.175696,2,35,FAILURETOYIELDRIGHTOFWAY,
181,902992653,M,['15-24Years'],97,9/6/2017,WEDNESDAY,SEP,9:46,AM,0,1,39.75587181,-86.194245,2,40,PEDESTRIANACTION,
182,902970580,M,['35-44Years'],97,7/26/2017,WEDNESDAY,JUL,12:04,AM,0,1,39.876144,-86.035488,1,35,OVERCORRECTING/OVERSTEERING,
183,902976985,M,['35-44Years'],97,8/9/2017,WEDNESDAY,AUG,11:39,PM,0,1,39.853344,-86.199184,1,40,RANOFFROAD,
184,902997114,F,['15-24Years'],97,9/14/2017,THURSDAY,SEP,9:16,AM,0,1,39.89067,-86.058605,2,50,PEDESTRIANACTION,
185,902969093,M,['25-34Years'],97,7/27/2017,THURSDAY,JUL,6:33,AM,0,1,39.86864,-86.074288,2,30,DISREGARDSIGNAL/REGSIGN,
186,902903856,M,['15-24Years'],97,4/7/2017,FRIDAY,APR,8:06,PM,0,1,39.80122224,-86.30862129,1,20,OVERCORRECTING/OVERSTEERING,
187,902857839,F,['25-34Years'],97,1/13/2017,FRIDAY,JAN,7:02,PM,0,1,39.83224,-86.035376,1,45,PEDESTRIANACTION,
188,903057935,M,['35-44Years'],97,12/10/2017,SUNDAY,DEC,6:55,PM,0,1,39.86766221,-86.18835637,1,30,RANOFFROAD,
189,902907990,M,['25-34Years'],57,4/18/2017,TUESDAY,APR,3:00,PM,0,1,40.13338364,-85.8839349,1,50,UNSAFESPEED,
190,902973297,F,['55-64Years'],97,7/31/2017,MONDAY,JUL,4:55,PM,0,1,39.72092,-86.23372,1,25,RANOFFROAD,
191,902995599,M,['15-24Years'],97,9/9/2017,SATURDAY,SEP,9:05,PM,0,1,39.83067,-86.26542,1,30,OTHER(DRIVER),
192,902858730,F,['25-34Years'],97,1/1/2017,SUNDAY,JAN,8:00,AM,0,1,39.82038483,-86.04318112,1,20,PEDESTRIANACTION,
193,903009662,M,['45-54Years'],97,10/3/2017,TUESDAY,OCT,7:48,PM,0,1,39.844832,-86.211648,1,40,FAILURETOYIELDRIGHTOFWAY,
194,903044621,M,['45-54Years'],97,11/20/2017,MONDAY,NOV,6:41,PM,0,1,39.85932993,-86.27037,1,40,PEDESTRIANACTION,
195,902884279,M,['15-24Years'],97,3/3/2017,FRIDAY,MAR,11:46,PM,0,1,39.66044132,-86.29961049,1,30,RANOFFROAD,
196,902873498,M,['45-54Years'],97,2/11/2017,SATURDAY,FEB,5:08,PM,0,1,39.77993635,-86.04042477,1,30,RANOFFROAD,
197,903019661,M,['35-44Years'],97,9/30/2017,SATURDAY,SEP,4:50,PM,0,1,39.8006,-86.12908,1,10,OTHER(DRIVER),
198,902867275,M,['55-64Years'],97,1/22/2017,SUNDAY,JAN,3:11,PM,0,1,39.862256,-86.163888,1,35,OVERCORRECTING/OVERSTEERING,
199,903099553,F,['45-54Years'],97,12/31/2017,SUNDAY,DEC,8:23,PM,0,1,39.66088554,-86.08554623,2,20,RANOFFROAD,
200,902681113,F,['35-44Years' '75-84Years'],97,2016.03.31,THURSDAY,MAR,7:42,PM,0,1,39.779536,-86.264288,2,40,FAILURETOYIELDRIGHTOFWAY,
201,902758554,M,['25-34Years' '45-54Years'],97,2016.08.09,TUESDAY,AUG,8:16,PM,0,1,39.825792,-86.080176,1,30,UNSAFESPEED,
202,902722234,M,['65-74Years' '25-34Years'],97,2016.06.10,FRIDAY,JUN,5:39,PM,0,1,39.825424,-86.092448,1,35,UNSAFELANEMOVEMENT,
203,902674386,M,['55-64Years' '25-34Years'],97,2016.03.21,MONDAY,MAR,8:58,PM,0,1,39.826144,-86.002688,1,35,FAILURETOYIELDRIGHTOFWAY,
204,902821898,M,['35-44Years' '55-64Years'],97,2016.11.18,FRIDAY,NOV,6:12,PM,0,1,39.73932981,-86.04952991,2,40,DISREGARDSIGNAL/REGSIGN,
205,902788598,F,['45-54Years' '45-54Years' '25-34Years' '15-24Years' '45-54Years'],97,2016.09.30,FRIDAY,SEP,11:49,PM,3,2,39.802144,-86.121584,2,35,IMPROPERLANEUSAGE,
206,902659937,M,['45-54Years' '55-64Years'],97,2016.02.23,TUESDAY,FEB,7:01,PM,1,1,39.89038981,-86.15781001,2,45,FAILURETOYIELDRIGHTOFWAY,
207,902787307,M,['35-44Years' '35-44Years' '35-44Years'],97,2016.09.25,SUNDAY,SEP,2:15,AM,2,1,39.764464,-86.266912,1,40,FAILURETOYIELDRIGHTOFWAY,
208,902685845,F,['15-24Years' '35-44Years' '25-34Years' '25-34Years' '15-24Years'],97,2016.03.26,SATURDAY,MAR,3:44,AM,3,2,39.828448,-86.043168,1,45,DISREGARDSIGNAL/REGSIGN,
209,902674617,M,['25-34Years' '15-24Years' '45-54Years'],97,2016.03.22,TUESDAY,MAR,10:13,PM,1,1,39.749734,-86.240259,2,35,DISREGARDSIGNAL/REGSIGN,
210,902687104,M,['25-34Years' '45-54Years' '1-4Years' '15-24Years'],57,2016.04.15,FRIDAY,APR,8:53,AM,2,1,40.085456,-86.222384,1,50,FAILURETOYIELDRIGHTOFWAY,
211,902692742,M,['45-54Years' '45-54Years' '>=85Years'],97,2016.04.23,SATURDAY,APR,8:40,AM,1,1,39.896944,-86.215584,2,45,DRIVERILLNESS,
212,902710275,M,['25-34Years' '45-54Years' '25-34Years' '25-34Years'],97,2016.05.19,THURSDAY,MAY,7:23,PM,1,1,39.75471027,-86.10195033,1,35,DISREGARDSIGNAL/REGSIGN,
213,902648133,M,['25-34Years' '15-24Years' '15-24Years' '25-34Years'],97,2016.02.03,WEDNESDAY,FEB,5:37,AM,0,1,39.771904,-86.10088,1,30,OVERCORRECTING/OVERSTEERING,
214,902698197,M,['15-24Years' '15-24Years' '15-24Years' '15-24Years'],97,2016.04.30,SATURDAY,APR,2:30,AM,3,1,39.86061998,-86.23461976,1,35,RANOFFROAD,
215,902666292,M,['15-24Years' '15-24Years'],97,2016.03.04,FRIDAY,MAR,9:03,PM,1,1,39.91972983,-86.15379005,2,35,UNSAFESPEED,
216,902670459,M,['35-44Years' '35-44Years'],97,2016.03.11,FRIDAY,MAR,3:28,AM,1,1,39.71353531,-86.1377182,nan,30,OVERCORRECTING/OVERSTEERING,
217,902693349,M,['45-54Years' '75-84Years'],97,2016.04.15,FRIDAY,APR,4:34,PM,1,1,39.747824,-86.15154171,1,30,OVERCORRECTING/OVERSTEERING,
218,902689824,M,['35-44Years' '55-64Years'],97,2016.04.18,MONDAY,APR,7:23,PM,0,1,39.82399978,-86.2298803,1,40,UNSAFELANEMOVEMENT,
219,902785718,M,['35-44Years' '15-24Years'],97,2016.09.19,MONDAY,SEP,5:40,PM,0,1,39.69225526,-86.19504463,1,35,IMPROPERTURNING,
220,902709701,M,['45-54Years'],97,2016.05.20,FRIDAY,MAY,11:57,PM,0,1,39.83242002,-86.06480693,3,35,PEDESTRIANACTION,
221,902666299,M,['25-34Years' '45-54Years'],97,2016.03.05,SATURDAY,MAR,3:07,AM,0,1,39.71342254,-86.139232,2,40,LEFTOFCENTER,
222,902636157,F,['35-44Years'],57,2016.01.23,SATURDAY,JAN,1:45,AM,0,1,39.97609938,-86.04219004,2,40,UNSAFESPEED,
223,902772889,M,['55-64Years' '35-44Years'],57,2016.08.30,TUESDAY,AUG,11:00,PM,0,1,39.97158813,-86.00357055,2,55,PEDESTRIANACTION,
224,902682393,M,['55-64Years' '35-44Years'],57,2016.04.07,THURSDAY,APR,2:07,PM,0,1,40.09961748,-86.12824222,2,60,FOLLOWINGTOOCLOSELY,
225,902774700,M,['55-64Years' '15-24Years' '25-34Years'],97,2016.09.06,TUESDAY,SEP,3:27,PM,2,1,39.76623888,-86.14284089,1,50,FOLLOWINGTOOCLOSELY,
226,902672965,F,['25-34Years' '35-44Years'],97,2016.03.19,SATURDAY,MAR,11:30,PM,0,1,39.75175425,-86.264451,1,55,FOLLOWINGTOOCLOSELY,
227,902818754,M,['15-24Years' '55-64Years'],97,2016.11.14,MONDAY,NOV,5:17,AM,0,1,39.87562438,-86.28688057,1,65,UNSAFELANEMOVEMENT,
228,902729775,F,['35-44Years' '55-64Years' '35-44Years' '55-64Years'],97,2016.06.22,WEDNESDAY,JUN,1:29,PM,2,1,39.71167847,-86.27214572,2,65,WRONGWAYONONEWAY,
229,902777507,M,['15-24Years' '15-24Years' '45-54Years' '35-44Years' '15-24Years' '15-24Years' '15-24Years'],97,2016.09.08,THURSDAY,SEP,4:51,AM,3,1,39.92102031,-86.03392205,1,55,UNSAFESPEED,
230,902702366,F,['25-34Years' '25-34Years'],97,2016.05.10,TUESDAY,MAY,2:22,AM,1,1,39.849248,-86.121984,2,45,RANOFFROAD,
231,902867561,F,['75-84Years' '55-64Years'],97,2016.12.16,FRIDAY,DEC,10:59,PM,0,1,39.70431575,-86.10834387,3,55,SPEEDTOOFASTFORWEATHERCONDITIONS,
232,902814972,M,['55-64Years' '55-64Years' '15-24Years'],97,2016.11.10,THURSDAY,NOV,1:20,AM,1,1,39.79898316,-86.16567489,1,55,WRONGWAYONONEWAY,
233,902643867,M,['55-64Years'],57,2016.01.31,SUNDAY,JAN,9:05,AM,0,1,40.13258549,-85.93061356,1,55,RANOFFROAD,
234,902671529,F,['65-74Years' '>=85Years'],57,2016.03.16,WEDNESDAY,MAR,1:05,PM,1,1,40.05844879,-86.0065689,2,55,OTHER(DRIVER),
235,902815168,F,['45-54Years' '65-74Years'],57,2016.11.12,SATURDAY,NOV,7:58,AM,1,1,40.043104,-86.089936,1,40,DISREGARDSIGNAL/REGSIGN,
236,902746141,F,['65-74Years' '35-44Years'],57,2016.07.16,SATURDAY,JUL,5:30,AM,0,1,39.978832,-86.004128,1,55,PEDESTRIANACTION,
237,902667044,M,['5-14Years' '1-4Years' '1-4Years' '15-24Years' '1-4Years' '15-24Years' '45-54Years'],97,2016.03.08,TUESDAY,MAR,9:30,PM,4,2,39.848032,-86.002592,1,45,LEFTOFCENTER,
238,902818678,M,['>=85Years' '>=85Years' '45-54Years'],97,2016.11.14,MONDAY,NOV,1:45,PM,0,2,39.853536,-85.991376,1,45,FAILURETOYIELDRIGHTOFWAY,
239,902797485,M,['15-24Years' '15-24Years' '55-64Years'],97,2016.10.12,WEDNESDAY,OCT,10:44,PM,2,1,39.77968,-86.256896,1,40,FAILURETOYIELDRIGHTOFWAY,
240,902809762,F,['35-44Years' '15-24Years'],97,2016.10.31,MONDAY,OCT,4:51,PM,0,1,39.776496,-86.199456,1,30,DISREGARDSIGNAL/REGSIGN,
241,902678367,M,['75-84Years' '15-24Years'],97,2016.03.30,WEDNESDAY,MAR,7:11,AM,1,1,39.648736,-86.121424,2,45,LEFTOFCENTER,
242,902819395,M,['35-44Years' '35-44Years' '25-34Years' '25-34Years'],97,2016.11.03,THURSDAY,NOV,1:05,AM,0,2,39.78894735,-86.159184,2,35,RANOFFROAD,
243,902688605,M,['15-24Years' '15-24Years'],97,2016.03.30,WEDNESDAY,MAR,11:16,PM,1,1,39.80421619,-86.10245665,3,35,RANOFFROAD,
244,902797487,F,['55-64Years' '15-24Years'],97,2016.10.17,MONDAY,OCT,5:57,AM,1,1,39.85223782,-86.31503793,1,35,LEFTOFCENTER,
245,902675043,M,['45-54Years' '15-24Years' '15-24Years' '55-64Years'],97,2016.03.21,MONDAY,MAR,8:49,PM,2,2,39.756736,-86.0088,1,35,LEFTOFCENTER,
246,902816335,M,['25-34Years' '25-34Years' '<1Year' '15-24Years'],97,2016.11.12,SATURDAY,NOV,10:04,PM,3,1,39.771696,-86.112976,1,35,FAILURETOYIELDRIGHTOFWAY,
247,902628755,F,['55-64Years' '55-64Years' '45-54Years'],97,2016.01.01,FRIDAY,JAN,2:28,AM,2,1,39.71837095,-86.1486846,2,35,OVERCORRECTING/OVERSTEERING,
248,902702358,F,['25-34Years' '35-44Years'],97,2016.05.07,SATURDAY,MAY,12:17,AM,1,1,39.71963471,-86.14895549,1,10,OVERCORRECTING/OVERSTEERING,
